time,PPT_State,PPT_Current_Min,PPT_Current_Max,PPT_Current_Avg
1582223961,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224023,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224081,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224143,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224200,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224263,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224320,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224383,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224440,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582224502,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229483,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229598,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229603,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229661,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229723,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229781,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229843,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229900,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582229963,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582230020,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582230083,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582230140,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582230202,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582230260,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582230322,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235360,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235422,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235480,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235542,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235604,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235662,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235724,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235782,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235844,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235902,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582235964,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582236021,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582236084,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308084,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308141,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308204,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308261,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308324,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308381,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308443,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308501,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308683,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308741,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308803,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582308861,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582319962,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582320020,Off_Initial,-1.234375,1.23046875,-0.0029296875
1582320082,Off_Initial,-0.0078125,0.001953125,-0.0029296875
1582320140,Off_Initial,-0.0087890625,0.001953125,-0.0029296875
1582320202,Off_Initial,-0.0087890625,0.001953125,-0.0029296875
1582320260,Off_Initial,-0.0087890625,0.001953125,-0.0029296875
1582320322,Off_Initial,-0.0087890625,0.001953125,-0.0029296875
1582320384,Off_Initial,-0.0087890625,0.001953125,-0.0029296875
1582320442,Off_Initial,-0.0087890625,0.001953125,-0.0029296875
1582320504,Off_Initial,-0.0087890625,0.001953125,-0.0029296875
1582320562,Off_Initial,-0.0087890625,0.001953125,-0.0029296875
1582488773,Off_Initial,-0.0087890625,0.00390625,-0.0029296875
1582488893,Off_Initial,-0.0087890625,0.00390625,-0.0029296875
1582488955,Off_Initial,-0.0087890625,0.00390625,-0.0029296875
1582489022,Off_Initial,-0.0087890625,0.00390625,-0.0029296875
1582489075,Off_Initial,-0.0087890625,0.00390625,-0.0029296875
1582489195,Off_Initial,-0.0087890625,0.00390625,-0.0029296875
1582489253,Off_Initial,-0.0087890625,0.00390625,-0.0029296875
1582916934,Off_Initial,-5.5,1.1259765625,-0.0029296875
1582916995,Off_Initial,-5.5,1.1259765625,-0.0029296875
1582917053,Off_Initial,-5.5,1.1259765625,-0.0029296875
1582917124,Off_Initial,-5.5,1.1259765625,-0.0029296875
1582917172,Off_Initial,-5.5,1.1259765625,-0.0029296875
1582983836,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582983894,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582983956,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984014,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984076,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984134,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984196,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984253,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984316,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984373,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984436,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984493,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984556,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582984613,Off_Initial,-15.5,1.1259765625,-0.0029296875
1582989776,On,-15.5,1.1259765625,0.0048828125
1582989833,On,-15.5,1.1259765625,0.07177734375
1582989896,On,-15.5,1.1259765625,0.0712890625
1582989953,On,-15.5,1.1259765625,0.0712890625
1582990016,On,-15.5,1.1259765625,0.0712890625
1582990073,On,-15.5,1.1259765625,0.0712890625
1582990136,On,-15.5,1.1259765625,0.0712890625
1582990193,On,-15.5,1.1259765625,0.07177734375
1582990255,On,-15.5,1.1259765625,0.07177734375
1582990313,On,-15.5,1.1259765625,0.07177734375
1582990375,On,-15.5,1.1259765625,0.07177734375
1582990433,On,-15.5,1.1259765625,0.07177734375
1582990495,On,-15.5,1.1259765625,0.07177734375
1582995475,On,-15.5,1.1259765625,0.07177734375
1582995533,On,-15.5,1.1259765625,0.07177734375
1582995595,On,-15.5,1.1259765625,0.07177734375
1582995652,Off_Over-Current,-15.5,6.70751953125,0.06787109375
1582995715,Off_Over-Current,-15.5,6.70751953125,-0.00244140625
1582995772,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582995835,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582995892,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582995954,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582996012,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582996074,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582996132,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582996194,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582996252,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1582996314,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1583074016,Off_Over-Current,-15.5,6.70751953125,-0.0029296875
1583074073,On,-15.5,6.70751953125,0.0419921875
1583074136,On,-15.5,6.71875,0.1357421875
1583074193,On,-15.5,6.71875,0.0869140625
1583074256,On,-15.5,6.71875,0.07177734375
1583074313,On,-15.5,6.71875,0.07177734375
1583074375,On,-15.5,6.71875,0.07177734375
1583074433,On,-15.5,6.71875,0.07177734375
1583074495,On,-15.5,6.71875,0.07177734375
1583074553,On,-15.5,6.71875,0.07177734375
1583074615,On,-15.5,6.71875,0.07177734375
1583074673,On,-15.5,6.71875,0.07177734375
1583074735,On,-15.5,6.71875,0.07177734375
1583074793,On,-15.5,6.71875,0.07177734375
1583074855,On,-15.5,6.71875,0.07177734375
1583080016,Off_Manual,-15.5,6.71875,-0.0029296875
1583080073,Off_Manual,-15.5,6.71875,-0.0029296875
1583080136,Off_Manual,-15.5,6.71875,-0.0029296875
1583080193,Off_Manual,-15.5,6.71875,-0.0029296875
1583080256,Off_Manual,-15.5,6.71875,-0.0029296875
1583080313,Off_Manual,-15.5,6.71875,-0.0029296875
1583080375,Off_Manual,-15.5,6.71875,-0.0029296875
1583080433,Off_Manual,-15.5,6.71875,-0.0029296875
1583080495,Off_Manual,-15.5,6.71875,-0.0029296875
1583080553,Off_Manual,-15.5,6.71875,-0.0029296875
1583080615,Off_Manual,-15.5,6.71875,-0.0029296875
1583080673,Off_Manual,-15.5,6.71875,-0.0029296875
1583080735,Off_Manual,-15.5,6.71875,-0.0029296875
1583248914,Off_Manual,-15.5,6.71875,-0.0029296875
1583248972,Off_Manual,-15.5,6.71875,-0.0029296875
1583249034,On,-15.5,6.71875,0.03125
1583249096,On,-15.5,6.71875,0.07177734375
1583249154,On,-15.5,6.71875,0.07177734375
1583249216,On,-15.5,6.71875,0.07177734375
1583249274,On,-15.5,6.71875,0.07177734375
1583249336,On,-15.5,6.71875,0.07177734375
1583249394,On,-15.5,6.71875,0.07177734375
1583254734,On,-15.5,6.71875,0.07177734375
1583254796,On,-15.5,6.71875,0.07177734375
1583254854,Off_Manual,-15.5,6.71875,0.06298828125
1583254916,Off_Manual,-15.5,6.71875,-0.00244140625
1583254974,Off_Manual,-15.5,6.71875,-0.0029296875
1583255036,Off_Manual,-15.5,6.71875,-0.0029296875
1583255094,Off_Manual,-15.5,6.71875,-0.0029296875
1583255156,Off_Manual,-15.5,6.71875,-0.0029296875
1583255213,Off_Manual,-15.5,6.71875,-0.0029296875
1583508233,Off_Manual,-15.5,6.71875,-0.0029296875
1583508295,Off_Manual,-15.5,6.71875,-0.0029296875
1583508352,Off_Manual,-15.5,6.71875,-0.0029296875
1583508415,Off_Manual,-15.5,6.71875,-0.0029296875
1583508472,Off_Manual,-15.5,6.71875,-0.0029296875
1583508535,Off_Manual,-15.5,6.71875,-0.0029296875
1583508592,Off_Manual,-15.5,6.71875,-0.0029296875
1583569013,Off_Manual,-15.5,6.71875,-0.0029296875
1583569075,Off_Manual,-15.5,6.71875,-0.0029296875
1583569133,Off_Manual,-15.5,6.71875,-0.0029296875
1583569195,Off_Manual,-15.5,6.71875,-0.0029296875
1583569253,Off_Manual,-15.5,6.71875,-0.0029296875
1583569315,Off_Manual,-15.5,6.71875,-0.0029296875
1583569373,Off_Manual,-15.5,6.71875,-0.0029296875
1583569435,Off_Manual,-15.5,6.71875,-0.0029296875
1583569492,Off_Manual,-15.5,6.71875,-0.0029296875
1583569555,Off_Manual,-15.5,6.71875,-0.0029296875
1583997056,Off_Manual,-15.5,13.49609375,-0.0029296875
1583997114,On,-15.5,13.49609375,0.06787109375
1583997176,On,-15.5,13.49609375,0.140625
1583997233,On,-15.5,13.49609375,0.08251953125
1583997296,On,-15.5,13.49609375,0.07177734375
1583997353,On,-15.5,13.49609375,0.07177734375
1583997416,On,-15.5,13.49609375,0.07177734375
1583997473,On,-15.5,13.49609375,0.07177734375
1583997536,On,-15.5,13.49609375,0.07177734375
1583997593,On,-15.5,13.49609375,0.07177734375
1583997655,On,-15.5,13.49609375,0.0712890625
1583997713,On,-15.5,13.49609375,0.0712890625
1584002993,On,-15.5,13.49609375,0.07177734375
1584003055,On,-15.5,13.49609375,0.13623046875
1584003113,On,-15.5,13.49609375,0.08642578125
1584003175,On,-15.5,13.49609375,0.07177734375
1584003233,On,-15.5,13.49609375,0.07177734375
1584003295,On,-15.5,13.49609375,0.0712890625
1584003352,On,-15.5,13.49609375,0.07177734375
1584003415,On,-15.5,13.49609375,0.0712890625
1584003472,On,-15.5,13.49609375,0.0712890625
1584003535,On,-15.5,13.49609375,0.0712890625
1584003592,On,-15.5,13.49609375,0.0712890625
1584003655,On,-15.5,13.49609375,0.0712890625
1584087514,On,-15.5,13.49609375,0.07177734375
1584087576,On,-15.5,13.49609375,0.07177734375
1584087634,On,-15.5,13.49609375,0.07177734375
1584087696,On,-15.5,13.49609375,0.15234375
1584087754,On,-15.5,13.49609375,0.07177734375
1584087816,On,-15.5,13.49609375,0.07177734375
1584087874,On,-15.5,13.49609375,0.0712890625
1584087936,On,-15.5,13.49609375,0.0712890625
1584087994,On,-15.5,13.49609375,0.07177734375
1584088056,On,-15.5,13.49609375,0.0712890625
1584088113,On,-15.5,13.49609375,0.0712890625
1584088176,On,-15.5,13.49609375,0.0712890625
1584088233,On,-15.5,13.49609375,0.0712890625
1584093394,On,-15.5,13.49609375,0.0712890625
1584093457,On,-15.5,13.49609375,0.0712890625
1584093514,On,-15.5,13.49609375,0.0712890625
1584093577,On,-15.5,13.49609375,0.0712890625
1584093634,On,-15.5,13.49609375,0.0712890625
1584093696,On,-15.5,13.49609375,0.0712890625
1584093754,On,-15.5,13.49609375,0.0712890625
1584093816,On,-15.5,13.49609375,0.0712890625
1584093874,On,-15.5,13.49609375,0.0712890625
1584093936,On,-15.5,13.49609375,0.0712890625
1584093994,On,-15.5,13.49609375,0.0712890625
1584094056,On,-15.5,13.49609375,0.0712890625
1584094114,On,-15.5,13.49609375,0.0712890625
1584099214,On,-15.5,13.49609375,0.0712890625
1584099276,On,-15.5,13.49609375,0.0712890625
1584099333,On,-15.5,13.49609375,0.0712890625
1584099396,Off_Over-Current,-15.5,13.49609375,0.12255859375
1584099453,Off_Over-Current,-15.5,13.49609375,-0.00244140625
1584099516,On,-15.5,13.49609375,0.00830078125
1584099573,Off_Manual,-15.5,13.49609375,0.052734375
1584099636,Off_Manual,-15.5,13.49609375,-0.00244140625
1584099693,Off_Manual,-15.5,13.49609375,-0.0029296875
1584099755,Off_Manual,-15.5,13.49609375,-0.0029296875
1584099813,Off_Manual,-15.5,13.49609375,-0.0029296875
1584099875,Off_Manual,-15.5,13.49609375,-0.0029296875
1584099933,Off_Manual,-15.5,13.49609375,-0.0029296875
1584099995,Off_Manual,-15.5,13.49609375,-0.0029296875
1584105034,Off_Manual,-15.5,13.49609375,-0.0029296875
1584105097,Off_Manual,-15.5,13.49609375,-0.0029296875
1584105154,On,-15.5,13.49609375,0.0234375
1584105216,Off_Manual,-15.5,13.49609375,0.064453125
1584105274,Off_Manual,-15.5,13.49609375,-0.00244140625
1584105336,Off_Manual,-15.5,13.49609375,-0.0029296875
1584105394,Off_Manual,-15.5,13.49609375,-0.0029296875
1584105456,Off_Manual,-15.5,13.49609375,-0.0029296875
1584105514,Off_Manual,-15.5,13.49609375,-0.0029296875
1584105576,Off_Manual,-15.5,13.49609375,-0.0029296875
1584105634,Off_Manual,-15.5,13.49609375,-0.0029296875
1584165996,Off_Manual,-15.5,13.49609375,-0.0029296875
1584166053,On,0.06591796875,0.076171875,0.07177734375
1584166115,On,0.06591796875,0.078125,0.07177734375
1584166173,On,0.05908203125,6.609375,0.16650390625
1584166235,On,0.05908203125,6.609375,0.08544921875
1584166293,On,0.05908203125,6.609375,0.07177734375
1584166355,On,0.05908203125,6.609375,0.07177734375
1584166413,On,0.05908203125,6.609375,0.0712890625
1584166475,On,0.05908203125,6.609375,0.07177734375
1584166533,On,0.05908203125,6.609375,0.0712890625
1584171937,On,0.05908203125,6.609375,0.07177734375
1584171994,On,0.05908203125,6.609375,0.07177734375
1584172056,On,0.05908203125,6.609375,0.07177734375
1584172114,On,0.05908203125,6.609375,0.07177734375
1584172176,On,0.05908203125,6.609375,0.0712890625
1584172234,On,0.05908203125,6.609375,0.0712890625
1584172296,On,0.05908203125,6.609375,0.07177734375
1584172354,On,0.05908203125,6.609375,0.0712890625
1584172416,On,0.05908203125,6.609375,0.0712890625
1584172474,On,0.05908203125,6.609375,0.0712890625
1584172536,On,0.05908203125,6.609375,0.0712890625
1584172593,On,0.05908203125,6.609375,0.0712890625
1584172713,On,0.05908203125,6.609375,0.0712890625
1584177756,On,0.05908203125,6.609375,0.0712890625
1584177813,On,0.05908203125,6.609375,0.07177734375
1584177875,On,0.06591796875,0.14697265625,0.07177734375
1584177933,On,0.06591796875,0.14697265625,0.0712890625
1584177995,On,0.06591796875,0.14697265625,0.0712890625
1584178053,On,0.06591796875,0.14697265625,0.0712890625
1584178115,Off_Manual,-0.0068359375,0.14697265625,0.0263671875
1584178173,Off_Manual,-0.0078125,0.14697265625,-0.0029296875
1584178235,Off_Manual,-0.0087890625,0.14697265625,-0.0029296875
1584178297,Off_Manual,-0.0087890625,0.14697265625,-0.0029296875
1584178355,Off_Manual,-0.0087890625,0.14697265625,-0.0029296875
1584178417,Off_Manual,-0.0087890625,0.14697265625,-0.0029296875
1584178475,Off_Manual,-0.0087890625,0.14697265625,-0.0029296875
1584183695,Off_Manual,-0.0087890625,0.14697265625,-0.0029296875
1584183753,On,-0.0087890625,0.14697265625,0.0166015625
1584183815,On,-0.0087890625,0.14697265625,0.0712890625
1584183873,On,-0.0087890625,0.14697265625,0.0712890625
1584183935,On,-0.0087890625,0.14697265625,0.0712890625
1584183997,On,-0.0087890625,0.14697265625,0.0712890625
1584184055,On,-0.0087890625,0.1640625,0.0712890625
1584184117,On,-0.0087890625,0.1640625,0.0712890625
1584184175,On,-0.0087890625,0.1640625,0.0712890625
1584184237,On,-0.0087890625,0.1640625,0.0712890625
1584184294,On,-0.0087890625,0.1640625,0.07177734375
1584184357,On,-0.0087890625,0.1640625,0.07177734375
1584184414,On,-0.0087890625,0.1640625,0.07177734375
1584250416,On,-0.0087890625,0.1640625,0.07177734375
1584250473,On,-0.0087890625,0.169921875,0.07177734375
1584250536,On,-0.0087890625,0.169921875,0.07177734375
1584250593,On,0.06494140625,0.1337890625,0.07177734375
1584250655,On,0.06494140625,0.1337890625,0.07177734375
1584250713,On,0.06494140625,0.1337890625,0.07177734375
1584250775,On,0.06494140625,0.1337890625,0.07177734375
1584250833,On,0.06494140625,0.1337890625,0.07177734375
1584250895,On,0.06494140625,0.158203125,0.07177734375
1584250953,On,0.06494140625,0.158203125,0.07177734375
1584251015,On,0.06494140625,0.158203125,0.0712890625
1584251077,On,0.06494140625,0.158203125,0.07177734375
1584251135,On,0.06494140625,0.158203125,0.0712890625
1584256369,On,0.06494140625,0.158203125,0.0712890625
1584256417,On,0.06689453125,0.076171875,0.07177734375
1584256474,Off_Over-Current,-0.0068359375,7.79833984375,0.056640625
1584256537,On,-0.0078125,7.79833984375,0.0224609375
1584256594,On,-0.0078125,7.79833984375,0.07177734375
1584256657,On,-0.0078125,7.79833984375,0.0712890625
1584256714,On,-0.0078125,7.79833984375,0.0712890625
1584256776,On,-0.0078125,7.79833984375,0.0712890625
1584256834,On,-0.0078125,7.79833984375,0.0712890625
1584256896,On,-0.0078125,7.79833984375,0.0712890625
1584257016,On,-0.0078125,7.79833984375,0.0712890625
1584267995,On,-0.0078125,7.79833984375,0.0712890625
1584268056,On,-0.0078125,7.79833984375,0.0712890625
1584268113,On,-0.0078125,7.79833984375,0.0712890625
1584268175,On,-0.0078125,7.8056640625,0.07373046875
1584268233,On,-0.0078125,7.8056640625,0.0712890625
1584268295,On,-0.0078125,7.8056640625,0.0712890625
1584268353,Off_Manual,-0.0078125,7.8056640625,0.07080078125
1584268415,Off_Manual,-0.0078125,7.8056640625,-0.00244140625
1584268473,Off_Manual,-0.0078125,7.8056640625,-0.0029296875
1584268535,Off_Manual,-0.0078125,7.8056640625,-0.0029296875
1584268597,Off_Manual,-0.0087890625,7.8056640625,-0.0029296875
1584268655,Off_Manual,-0.0087890625,7.8056640625,-0.0029296875
1584268717,Off_Manual,-0.0087890625,7.8056640625,-0.0029296875
1584334893,Off_Manual,-1.2490234375,7.8056640625,-0.0029296875
1584334956,On,-1.2490234375,7.8056640625,0.0390625
1584335013,On,-1.2490234375,7.8056640625,0.07177734375
1584335076,On,-1.2490234375,7.8056640625,0.07177734375
1584335133,On,-1.2490234375,7.8056640625,0.07177734375
1584335196,On,-1.2490234375,7.8056640625,0.07177734375
1584335253,On,-1.2490234375,7.8056640625,0.07177734375
1584335316,On,-1.2490234375,7.8056640625,0.07177734375
1584335373,On,-1.2490234375,7.8056640625,0.07177734375
1584335435,On,-1.2490234375,7.8056640625,0.07177734375
1584335493,On,-1.2490234375,7.8056640625,0.0712890625
1584340717,On,-1.2490234375,7.8056640625,0.07177734375
1584340775,On,-1.2490234375,7.8056640625,0.07177734375
1584340837,On,-1.2490234375,7.8056640625,0.07177734375
1584340894,On,-1.2490234375,7.8056640625,0.07177734375
1584340957,On,-1.2490234375,7.8056640625,0.07177734375
1584341077,On,-1.2490234375,7.8056640625,0.07177734375
1584341134,On,-1.2490234375,7.8056640625,0.07177734375
1584341196,Off_Manual,-1.2490234375,7.8056640625,0.0185546875
1584341254,Off_Manual,-1.2490234375,7.8056640625,-0.0029296875
1584341316,Off_Manual,-1.2490234375,7.8056640625,-0.0029296875
1584341374,Off_Manual,-1.2490234375,7.8056640625,-0.0029296875
1584346654,Off_Manual,-1.2490234375,7.8056640625,-0.0029296875
1584346717,Off_Manual,-1.2490234375,7.8056640625,-0.0029296875
1584346774,On,-1.2490234375,7.8056640625,0.06396484375
1584346836,On,-1.2490234375,7.8056640625,0.0712890625
1584346894,On,-1.2490234375,7.82958984375,0.14990234375
1584346956,On,-1.2490234375,7.82958984375,0.07666015625
1584347014,Off_Manual,-1.2490234375,7.82958984375,0.0693359375
1584347076,Off_Manual,-1.2490234375,7.82958984375,-0.00244140625
1584347134,Off_Manual,-1.2490234375,7.82958984375,-0.0029296875
1584347196,Off_Manual,-1.2490234375,7.82958984375,-0.0029296875
1584347253,Off_Manual,-1.2490234375,7.82958984375,-0.0029296875
1584347316,Off_Manual,-1.2490234375,7.82958984375,-0.0029296875
1584352536,On,-1.2490234375,7.82958984375,0.02294921875
1584352594,On,-1.2490234375,7.82958984375,0.0712890625
1584352656,On,0.06591796875,0.1640625,0.0712890625
1584352714,On,0.06591796875,0.1640625,0.0712890625
1584352776,On,0.06494140625,0.1640625,0.0712890625
1584352833,On,0.06396484375,0.1640625,0.0712890625
1584352896,On,0.06396484375,0.1640625,0.0712890625
1584352953,On,0.06396484375,0.1640625,0.0712890625
1584353016,On,0.06396484375,0.1640625,0.0712890625
1584353073,On,0.06396484375,0.1640625,0.0712890625
1584353136,On,0.06396484375,0.1640625,0.0712890625
1584358474,On,0.06201171875,0.1640625,0.0712890625
1584358537,On,0.06201171875,0.1640625,0.0712890625
1584358594,On,0.06201171875,0.1640625,0.0712890625
1584358657,On,0.05810546875,7.84619140625,0.15087890625
1584358714,Off_Manual,-0.005859375,7.84619140625,0.05908203125
1584358777,Off_Manual,-0.0078125,7.84619140625,-0.00244140625
1584358834,Off_Manual,-0.0078125,7.84619140625,-0.0029296875
1584358896,Off_Manual,-0.0078125,7.84619140625,-0.0029296875
1584358954,Off_Manual,-0.0078125,7.84619140625,-0.0029296875
1584359016,Off_Manual,-0.0078125,7.84619140625,-0.0029296875
1584762937,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584762995,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763057,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763115,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
